experiment,model,model_type,language,timestamp,index,ground_truth,prediction,correct,word_count,error
1,claude,online,arabic,20260403_113449,106,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,107,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,108,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,109,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,110,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,111,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,112,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,113,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,114,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,115,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,116,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,117,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,118,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,119,not depressed,depressed,False,0,
1,claude,online,arabic,20260403_113449,120,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,121,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,122,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,123,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,124,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,125,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,126,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,127,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,128,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,129,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,130,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,131,not depressed,depressed,False,0,
1,claude,online,arabic,20260403_113449,132,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,133,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,134,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,135,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,136,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,137,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,138,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,139,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,140,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,141,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,142,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,143,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,144,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,145,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,146,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,147,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,148,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,149,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,150,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,151,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,152,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,153,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,154,not depressed,depressed,False,0,
1,claude,online,arabic,20260403_113449,155,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,156,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,157,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,158,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,159,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,160,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,161,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,162,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,163,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,164,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,165,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,166,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,167,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,168,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,169,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,170,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,171,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,172,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,173,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,174,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,175,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,176,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,177,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,178,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,179,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,180,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,181,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,182,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,183,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,184,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,185,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,186,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,187,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,188,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,189,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,190,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,191,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,192,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,193,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,194,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,195,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,196,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,197,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,198,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,199,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,200,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,201,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,202,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,203,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,204,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,205,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,206,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,207,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,208,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,209,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,210,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,211,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,212,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,213,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,214,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,215,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,216,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,217,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,218,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,219,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,220,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,221,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,222,not depressed,depressed,False,0,
1,claude,online,arabic,20260403_113449,223,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,224,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,225,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,226,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,227,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,228,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,229,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,230,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,231,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,232,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,233,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,234,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,235,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,236,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,237,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,238,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,239,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,240,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,241,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,242,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,243,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,244,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,245,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,246,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,247,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,248,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,249,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,250,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,251,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,252,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,253,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,254,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,255,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,256,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,257,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,258,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,259,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,260,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,261,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,262,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,263,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,264,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,265,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,266,not depressed,depressed,False,0,
1,claude,online,arabic,20260403_113449,267,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,268,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,269,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,270,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,271,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,272,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,273,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,274,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,275,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,276,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,277,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,278,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,279,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,280,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,281,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,282,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,283,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,284,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,285,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,286,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,287,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,288,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,289,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,290,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,291,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,292,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,293,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,294,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,295,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,296,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,297,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,298,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,299,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,300,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,301,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,302,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,303,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,304,not depressed,depressed,False,0,
1,claude,online,arabic,20260403_113449,305,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,306,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,307,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,308,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,309,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,310,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,311,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,312,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,313,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,314,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,315,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,316,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,317,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,318,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,319,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,320,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,321,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,322,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,323,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,324,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,325,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,326,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,327,not depressed,depressed,False,0,
1,claude,online,arabic,20260403_113449,328,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,329,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,330,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,331,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,332,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,333,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,334,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,335,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,336,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,337,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,338,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,339,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,340,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,341,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,342,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,343,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,344,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,345,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,346,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,347,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,348,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,349,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,350,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,351,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,352,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,353,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,354,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,355,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,356,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,357,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,358,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,359,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,360,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,361,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,362,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,363,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,364,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,365,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,366,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,367,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,368,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,369,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,370,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,371,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,372,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,373,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,374,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,375,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,376,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,377,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,378,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,379,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,380,not depressed,depressed,False,0,
1,claude,online,arabic,20260403_113449,381,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,382,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,383,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,384,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,385,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,386,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,387,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,388,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,389,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,390,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,391,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,392,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,393,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,394,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,395,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,396,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,397,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,398,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,399,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,400,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,401,depressed,not depressed,False,0,
1,claude,online,arabic,20260403_113449,402,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,403,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,404,not depressed,not depressed,True,0,
1,claude,online,arabic,20260403_113449,405,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,406,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,407,depressed,depressed,True,0,
1,claude,online,arabic,20260403_113449,408,depressed,depressed,True,0,
